"term","is.a","def"
"HP:0025477","HP:0010766","Periarticular calcification"
"HP:0025478","HP:0005115","Atrial standstill"
"HP:0025479","HP:0000708","Self-neglect"
"HP:0025480","HP:0002475","Lipomyelomeningocele"
"HP:0025481","HP:0002937","Cervical hemivertebrae"
"HP:0025482","HP:0002926","Positive perchlorate discharge test"
"HP:0025483","HP:0010876","Abnormal circulating thyroglobulin level"
"HP:0025484","HP:0025483","Increased circulating thyroglobulin level"
"HP:0025485","HP:0000142","Vaginal adenosis"
"HP:0025486","HP:0012881","Fused labia majora"
"HP:0025487","HP:0000014","Abnormality of bladder morphology"
"HP:0025488","HP:0000009","Detrusor sphincter dyssynergia"
"HP:0025489","HP:0025487","Bladder duplication"
"HP:0025490","HP:0011686","Myocardial bridging"
"HP:0025491","HP:0002624","Venous stenosis"
"HP:0025492","HP:0000615","Microcoria"
"HP:0025492","HP:0007700","Microcoria"
"HP:0025493","HP:0010783","Palmoplantar erythema"
"HP:0025494","HP:0001679","Coated aorta"
"HP:0025495","HP:0031934","Descending aorta hypoplasia"
"HP:0025496","HP:0025323","Abnormal coronary artery physiology"
"HP:0025497","HP:0025496","Coronary artery spasm"
"HP:0025498","HP:0010876","Aceruloplasminemia"
"HP:0025499","HP:0001513","Class I obesity"
"HP:0025500","HP:0001513","Class II obesity"
"HP:0025501","HP:0001513","Class III obesity"
"HP:0025502","HP:0004324","Overweight"
"HP:0025503","HP:0011636","Anomalous coronary artery arising from the opposite sinus"
"HP:0025505","HP:0011636","Anomalous origin of the circumflex artery from the right sinus of Valsalva"
"HP:0025506","HP:0025503","Coronary artery sandwich anomaly"
"HP:0025507","HP:0200034","Yellow papule"
"HP:0025508","HP:0200034","Gottron's papules"
"HP:0025509","HP:0200034","Piezogenic pedal papules"
"HP:0025510","HP:0003764","Nevus spilus"
"HP:0025511","HP:0003764","Nevus sebaceus"
"HP:0025512","HP:0200034","Skin-colored papule"
"HP:0025513","HP:0000591","Scleral rupture"
"HP:0025514","HP:0000587","Morning glory anomaly"
"HP:0025515","HP:0000823","Delayed thelarche"
"HP:0025516","HP:0011641","Coronary-pulmonary artery fistula"
"HP:0025517","HP:0025100","Hypoplastic hippocampus"
"HP:0025518","HP:0000496","Visual gaze preference"
"HP:0025519","HP:0100574","Multiple biliary hamartomas"
"HP:0025520","HP:0010766","Calcinosis cutis"
"HP:0025521","HP:0001507","Increased body fat percentage"
"HP:0025522","HP:0025523","Elongated chordae tendinae of the mitral valve"
"HP:0025523","HP:0001633","Abnormal morphology of the chordae tendinae of the mitral valve"
"HP:0025524","HP:0040189","Palmoplantar scaling skin"
"HP:0025525","HP:0040189","Scaling skin on fingertip"
"HP:0025526","HP:0040189","Psoriasiform lesion"
"HP:0025527","HP:0011355","Serpiginous cutaneous lesion"
"HP:0025528","HP:0011355","Annular cutaneous lesion"
"HP:0025529","HP:0200036","Hyperpigmented nodule"
"HP:0025530","HP:0000991","Xanthomas of the palmar creases"
"HP:0025531","HP:0011122","Harlequin phenomenon"
"HP:0025532","HP:0011122","Positive pathergy test"
"HP:0025533","HP:0000969","Peau d'orange"
"HP:0025534","HP:0000591","Ocular melanocytosis"
"HP:0025535","HP:0010783","Shawl sign"
"HP:0025536","HP:0010783","V-sign"
"HP:0025537","HP:0100872","Plantar edema"
"HP:0025538","HP:0040211","Palmar edema"
"HP:0025539","HP:0010975","Abnormal B cell subset distribution"
"HP:0025540","HP:0011839","Abnormal T cell subset distribution"
"HP:0025546","HP:0001877","Abnormal mean corpuscular hemoglobin concentration"
"HP:0025547","HP:0025546","Decreased mean corpuscular hemoglobin concentration"
"HP:0025548","HP:0025546","Increased mean corpuscular hemoglobin concentration"
"HP:0025549","HP:0025404","Eccentric visual fixation"
"HP:0025550","HP:0011013","Elevated circulating ribitol concentration"
"HP:0025551","HP:0000587","Optic nerve misrouting"
"HP:0025552","HP:0000606","Periorbital purpura"
"HP:0025553","HP:0000606","Periorbital ecchymosis with tarsal plate sparing"
"HP:0025554","HP:0200036","Yellow nodule"
"HP:0025555","HP:0100585","Periungual teleangiectasia"
"HP:0025558","HP:0007971","Lamellar cataract with riders"
"HP:0025559","HP:0010920","Coronary cataract"
"HP:0025560","HP:0000593","Anterior chamber cells"
"HP:0025561","HP:0025560","Anterior chamber cells grade 1+"
"HP:0025562","HP:0025560","Anterior chamber cells grade 0.5+"
"HP:0025563","HP:0025560","Anterior chamber cells grade 0"
"HP:0025564","HP:0025560","Anterior chamber cells grade 2+"
"HP:0025565","HP:0025560","Anterior chamber cells grade 3+"
"HP:0025566","HP:0025560","Anterior chamber cells grade 4+"
"HP:0025567","HP:0000532","Central serous chorioretinopathy"
"HP:0025568","HP:0000610","Abnormal morphology of the choroidal vasculature"
"HP:0025569","HP:0025568","Polypoidal choroidal vasculopathy"
"HP:0025570","HP:0025568","Choroidal vascular hyperpermeability"
"HP:0025571","HP:0000518","Christmas tree cataract"
"HP:0025572","HP:0011479","Punctal stenosis"
"HP:0025573","HP:0000545","Mild myopia"
"HP:0025574","HP:0000573","Macular hemorrhage"
"HP:0025574","HP:0001103","Macular hemorrhage"
"HP:0025575","HP:0005345","Abnormal superior vena cava morphology"
"HP:0025576","HP:0005345","Abnormal inferior vena cava morphology"
"HP:0025578","HP:0001646","Aortic valve prolapse"
"HP:0025579","HP:0005120","Abnormal left atrium morphology"
"HP:0025580","HP:0005120","Abnormal right atrium morphology"
"HP:0025581","HP:0025574","Foveal hemorrhage"
"HP:0025582","HP:0025243","Submacular hemorrhage"
"HP:0025582","HP:0025574","Submacular hemorrhage"
"HP:0025583","HP:0001098","Tapetal-like fundal reflex"
"HP:0025584","HP:0025588","Hypotropia"
"HP:0025584","HP:0032012","Hypotropia"
"HP:0025585","HP:0025587","Hyperphoria"
"HP:0025585","HP:0032011","Hyperphoria"
"HP:0025586","HP:0025587","Hypertropia"
"HP:0025586","HP:0032012","Hypertropia"
"HP:0025587","HP:0000486","Hyperdeviation"
"HP:0025588","HP:0000486","Hypodeviation"
"HP:0025589","HP:0000486","Cyclodeviation"
"HP:0025590","HP:0012373","Abnormal extraocular muscle physiology"
"HP:0025591","HP:0031739","Abnormal superior oblique muscle physiology"
"HP:0025592","HP:0025591","Superior oblique muscle weakness"
"HP:0025593","HP:0025592","Superior oblique muscle restriction"
"HP:0025594","HP:0025591","Superior oblique muscle overaction"
"HP:0025595","HP:0025592","Superior oblique muscle underaction"
"HP:0025596","HP:0031739","Abnormal inferior oblique muscle physiology"
"HP:0025597","HP:0025598","Inferior oblique muscle restriction"
"HP:0025598","HP:0025596","Inferior oblique muscle weakness"
"HP:0025599","HP:0025596","Inferior oblique muscle overaction"
"HP:0025600","HP:0031748","Abnormal inferior rectus muscle physiology"
"HP:0025601","HP:0025600","Inferior rectus muscle weakness"
"HP:0025602","HP:0025601","Inferior rectus muscle restriction"
"HP:0025603","HP:0031748","Abnormal superior rectus muscle physiology"
"HP:0025604","HP:0100012","Orbital schwannoma"
"HP:0025605","HP:0031785","Lid lag on downgaze"
"HP:0025606","HP:0031740","Abnormal medial rectus muscle physiology"
"HP:0025607","HP:0000621","Upper eyelid entropion"
"HP:0025608","HP:0000656","Cicatricial ectropion"
"HP:0025609","HP:0000498","Anterior blepharitis"
"HP:0025610","HP:0000498","Posterior blepharitis"
"HP:0025611","HP:0000286","Epicanthus superciliaris"
"HP:0025612","HP:0000483","Corneal astigmatism"
"HP:0025613","HP:0007359","Focal emotional seizure"
"HP:0025615","HP:0032251","Abscess"
"HP:0025616","HP:0025615","Sterile abscess"
"HP:0025617","HP:0002846","Abnormal plasma cell count"
"HP:0025618","HP:0025617","Reduced plasma cell count"
"HP:0025619","HP:0025617","Elevated plasma cell count"
"HP:0025620","HP:0025540","Abnormal proportion of CD4+ central memory cells"
"HP:0025621","HP:0025620","Elevated proportion of CD4+ central memory cells"
"HP:0025622","HP:0025620","Reduced proportion of CD4+ central memory cells"
"HP:0025623","HP:0025540","Abnormal proportion of CD4+ effector memory cells"
"HP:0025624","HP:0025623","Reduced proportion of CD4+ effector memory T cells"
"HP:0025625","HP:0025623","Elevated proportion of CD4+ effector memory T cells"
"HP:0025626","HP:0003455","Increased circulating oleate level"
"HP:0025627","HP:0003455","Increased circulating octadecanoate level"
"HP:0025628","HP:0003455","Increased circulating myristoleate level"
"HP:0025629","HP:0030057","Anti-myelin-associated glycoprotein antibody positivity"
"HP:0025630","HP:0003355","Argininosuccinic aciduria"
"HP:0025631","HP:0003355","Alpha-aminobutyric aciduria"
"HP:0025632","HP:0025463","Reduced reactive oxygen species production in neutrophils"
"HP:0025633","HP:0000069","Abnormal ureter morphology"
"HP:0025634","HP:0000069","Abnormal ureter physiology"
"HP:0025635","HP:0100516","Ureteral polyp"
"HP:0025636","HP:0030126","Endometritis"
"HP:0025637","HP:0025323","Vasospasm"
"HP:0025638","HP:0040156","Elevated urinary N-butyrylglycine"
"HP:0025639","HP:0025640","Increased urinary zinc level"
"HP:0025640","HP:0003110","Abnormal urinary mineral level"
"HP:0025641","HP:0010996","Elevated circulating glycolate concentration"
"HP:0025643","HP:0030724","Tarlov cyst"
"HP:0030000","HP:0003457","EMG: repetitive nerve stimulation abnormality"
"HP:0030001","HP:0000492","Lagopthalmos"
"HP:0030002","HP:0030001","Nocturnal lagophthalmos"
"HP:0030003","HP:0030001","Paralytic lagophthalmos"
"HP:0030004","HP:0030001","Cicatricial lagophthalmos"
"HP:0030005","HP:0025018","Capillary leak"
"HP:0030006","HP:0003457","Single fiber EMG abnormality"
"HP:0030007","HP:0003482","EMG: positive sharp waves"
"HP:0030008","HP:0012888","Cervical agenesis"
"HP:0030009","HP:0012888","Cervical insufficiency"
"HP:0030010","HP:0000142","Hydrometrocolpos"
"HP:0030011","HP:0000142","Imperforate hymen"
"HP:0030012","HP:0000080","Abnormal female reproductive system physiology"
"HP:0030014","HP:0030012","Female sexual dysfunction"
"HP:0030015","HP:0030014","Female anorgasmia"
"HP:0030016","HP:0030014","Dyspareunia"
"HP:0030017","HP:0030014","Vaginismus"
"HP:0030018","HP:0030014","Decreased female libido"
"HP:0030018","HP:0031845","Decreased female libido"
"HP:0030019","HP:0030014","Increased female libido"
"HP:0030019","HP:0031845","Increased female libido"
"HP:0030021","HP:0000377","Auricular tag"
"HP:0030022","HP:0000377","Question mark ear"
"HP:0030023","HP:0000377","Quelprud nodule"
"HP:0030024","HP:0000383","Pretragal ectopia"
"HP:0030025","HP:0000377","Auricular pit"
"HP:0030026","HP:0011039","Squared superior portion of helix"
"HP:0030027","HP:0010938","Abnormality of the nasal cartilage"
"HP:0030028","HP:0030027","Absent nasal cartilage"
"HP:0030029","HP:0001167","Splayed fingers"
"HP:0030030","HP:0002813","Absent ray"
"HP:0030031","HP:0001991","Small toe"
"HP:0030032","HP:0006494","Partial absence of foot"
"HP:0030033","HP:0006265","Small finger"
"HP:0030034","HP:0000095","Diffuse glomerular basement membrane lamellation"
"HP:0030035","HP:0000787","Struvite nephrolithiasis"
"HP:0030036","HP:0012211","Isothenuria"
"HP:0030037","HP:0000073","Bifid ureter"
"HP:0030038","HP:0010622","Enchondroma"
"HP:0030039","HP:0002948","Fused thoracic vertebrae"
"HP:0030040","HP:0002948","Fused lumbar vertebrae"
"HP:0030041","HP:0003468","Schmorl's node"
"HP:0030042","HP:0009105","Incomplete ossification of pubis"
"HP:0030043","HP:0001384","Hip subluxation"
"HP:0030044","HP:0001371","Flexion contracture of digit"
"HP:0030045","HP:0002991","Serpentine fibula"
"HP:0030046","HP:0030112","Hypoglycosylation of alpha-dystroglycan"
"HP:0030047","HP:0002118","Abnormality of lateral ventricle"
"HP:0030048","HP:0030047","Colpocephaly"
"HP:0030049","HP:0011450","Brain abscess"
"HP:0030049","HP:0025615","Brain abscess"
"HP:0030050","HP:0002360","Narcolepsy"
"HP:0030051","HP:0001288","Tip-toe gait"
"HP:0030052","HP:0001480","Inguinal freckling"
"HP:0030053","HP:0011121","Stiff skin"
"HP:0030054","HP:0031285","Perifollicular fibrosis"
"HP:0030055","HP:0001795","Hyperconvex toenail"
"HP:0030056","HP:0010719","Uncombable hair"
"HP:0030057","HP:0002960","Autoimmune antibody positivity"
"HP:0030058","HP:0004447","Sickled erythrocytes"
"HP:0030059","HP:0003287","Mitochondrial depletion"
"HP:0030060","HP:0011792","Nervous tissue neoplasm"
"HP:0030061","HP:0030060","Neuroectodermal neoplasm"
"HP:0030062","HP:0030061","Craniopharyngioma"
"HP:0030063","HP:0030061","Neuroepithelial neoplasm"
"HP:0030064","HP:0030063","Neurocytoma"
"HP:0030065","HP:0030063","Primitive neuroectodermal tumor"
"HP:0030066","HP:0030070","Ependymoblastoma"
"HP:0030067","HP:0030065","Peripheral primitive neuroectodermal neoplasm"
"HP:0030068","HP:0003006","Olfactory esthesioneuroblastoma"
"HP:0030069","HP:0012539","Primary central nervous system lymphoma"
"HP:0030070","HP:0030065","Central primitive neuroectodermal tumor"
"HP:0030071","HP:0030070","Medulloepithelioma"
"HP:0030072","HP:0000245","Paranasal sinus neoplasm"
"HP:0030072","HP:0012720","Paranasal sinus neoplasm"
"HP:0030074","HP:0002668","Chemodectoma"
"HP:0030075","HP:0100013","Ductal carcinoma in situ"
"HP:0030076","HP:0100013","Lobular carcinoma in situ"
"HP:0030077","HP:0025426","Bronchial neoplasm"
"HP:0030077","HP:0100526","Bronchial neoplasm"
"HP:0030078","HP:0030358","Lung adenocarcinoma"
"HP:0030079","HP:0010784","Cervix cancer"
"HP:0030079","HP:0032241","Cervix cancer"
"HP:0030080","HP:0012539","Burkitt lymphoma"
"HP:0030081","HP:0002518","Punctate periventricular T2 hyperintense foci"
"HP:0030081","HP:0030891","Punctate periventricular T2 hyperintense foci"
"HP:0030082","HP:0040202","Abnormal drinking behavior"
"HP:0030083","HP:0100738","Salt craving"
"HP:0030084","HP:0011297","Clinodactyly"
"HP:0030085","HP:0025454","Abnormal CSF lactate level"
"HP:0030086","HP:0030085","Reduced CSF lactate"
"HP:0030087","HP:0008373","Abnormal serum testosterone level"
"HP:0030087","HP:0030347","Abnormal serum testosterone level"
"HP:0030088","HP:0030087","Increased serum testosterone level"
"HP:0030088","HP:0030348","Increased serum testosterone level"
"HP:0030089","HP:0004303","Abnormal muscle fiber protein expression"
"HP:0030090","HP:0030089","Abnormal muscle fiber merosin expression"
"HP:0030091","HP:0030090","Absent muscle fiber merosin"
"HP:0030092","HP:0030090","Reduced muscle fiber merosin"
"HP:0030093","HP:0030089","Abnormal muscle fiber laminin beta 1"
"HP:0030094","HP:0030093","Reduced muscle fiber laminin beta 1"
"HP:0030095","HP:0030089","Reduced muscle collagen VI"
"HP:0030096","HP:0030089","Abnormal muscle fiber dystrophin expression"
"HP:0030097","HP:0030096","Absent muscle dystrophin expression"
"HP:0030098","HP:0030096","Reduced muscle dystrophin expression"
"HP:0030099","HP:0030112","Reduced muscle fiber alpha dystroglycan"
"HP:0030100","HP:0030089","Abnormal muscle fiber alpha sarcoglycan"
"HP:0030101","HP:0030100","Absent muscle fiber alpha sarcoglycan"
"HP:0030102","HP:0030100","Reduced muscle fiber alpha sarcoglycan"
"HP:0030103","HP:0030089","Abnormal muscle fiber beta sarcoglycan"
"HP:0030104","HP:0030089","Abnormal muscle fiber gamma sarcoglycan"
"HP:0030105","HP:0030089","Abnormal muscle fiber delta sarcoglycan"
"HP:0030106","HP:0030103","Absent muscle fiber beta sarcoglycan"
"HP:0030107","HP:0030103","Reduced muscle fiber beta sarcoglycan"
"HP:0030108","HP:0030104","Reduced muscle fiber gamma sarcoglycan"
"HP:0030109","HP:0030104","Absent muscle fiber gamma sarcoglycan"
"HP:0030110","HP:0030105","Absent muscle fiber delta sarcoglycan"
"HP:0030111","HP:0030105","Reduced muscle fiber delta sarcoglycan"
"HP:0030112","HP:0030089","Abnormal muscle fiber alpha dystroglycan"
"HP:0030113","HP:0030089","Abnormal muscle fiber dysferlin"
"HP:0030114","HP:0030113","Absent muscle fiber dysferlin"
"HP:0030115","HP:0030113","Reduced muscle fiber dysferlin"
"HP:0030116","HP:0030089","Abnormal muscle fiber emerin"
"HP:0030117","HP:0030116","Absent muscle fiber emerin"
"HP:0030118","HP:0030116","Reduced muscle fiber emerin"
"HP:0030119","HP:0030089","Abnormal muscle fiber calpain-3"
"HP:0030120","HP:0030119","Absent muscle fiber calpain-3"
"HP:0030121","HP:0030119","Reduced muscle fiber calpain-3"
"HP:0030122","HP:0030089","Reduced muscle fiber perlecan"
"HP:0030123","HP:0030089","Abnormal muscle fiber lamin A/C"
"HP:0030124","HP:0030123","Reduced muscle fiber lamin A/C"
"HP:0030125","HP:0002948","Sacralization of the fifth lumbar vertebra"
"HP:0030126","HP:0031105","Abnormality of the endometrium"
"HP:0030127","HP:0030012","Endometriosis"
"HP:0030127","HP:0030126","Endometriosis"
"HP:0030129","HP:0012146","Impaired ristocetin cofactor assay activity"
"HP:0030130","HP:0012146","Impaired von Willibrand factor collagen binding activity"
"HP:0030131","HP:0012146","Abnormal von Willebrand factor multimer distribution"
"HP:0030132","HP:0030131","Absence of large von Willibrand factor multimers"
"HP:0030133","HP:0030131","Abnormal presence of ultra-large von Willebrand factor multimers"
"HP:0030134","HP:0030131","Total absence von Willebrand factor multimers"
"HP:0030135","HP:0030131","Absence of intermediate von Willibrand factor multimers"
"HP:0030136","HP:0012146","Enhanced ristocetin cofactor assay activity"
"HP:0030137","HP:0011890","Prolonged bleeding following circumcision"
"HP:0030138","HP:0001892","Excessive bleeding from superficial cuts"
"HP:0030139","HP:0001892","Excessive bleeding after a venipuncture"
"HP:0030140","HP:0001892","Oral cavity bleeding"
"HP:0030140","HP:0031815","Oral cavity bleeding"
"HP:0030141","HP:0009553","Abnormality of the posterior hairline"
"HP:0030142","HP:0011458","Abnormal bowel sounds"
"HP:0030143","HP:0030142","Hyperactive bowel sounds"
"HP:0030144","HP:0030142","Hypoactive bowel sounds"
"HP:0030145","HP:0030142","Lack of bowel sounds"
"HP:0030146","HP:0410042","Abnormal liver parenchyma morphology"
"HP:0030147","HP:0030187","Truncal titubation"
"HP:0030148","HP:0031657","Heart murmur"
"HP:0030149","HP:0031273","Cardiogenic shock"
"HP:0030150","HP:0004332","Plasmacytosis"
"HP:0030151","HP:0012440","Cholangitis"
"HP:0030151","HP:0012649","Cholangitis"
"HP:0030153","HP:0100574","Cholangiocarcinoma"
"HP:0030154","HP:0012437","Gallbladder perforation"
"HP:0030155","HP:0000045","Scrotal pain"
"HP:0030155","HP:0012531","Scrotal pain"
"HP:0030156","HP:0020129","Bence Jones Proteinuria"
"HP:0030157","HP:0012531","Flank pain"
"HP:0030158","HP:0012888","Cervical ectropion"
"HP:0030159","HP:0012888","Cervical polyp"
"HP:0030160","HP:0012888","Cervicitis"
"HP:0030161","HP:0000142","Vaginal pruritus"
"HP:0030161","HP:0000989","Vaginal pruritus"
"HP:0030162","HP:0000095","Glomerulomegaly"
"HP:0030163","HP:0002597","Abnormal vascular physiology"
"HP:0030163","HP:0011025","Abnormal vascular physiology"
"HP:0030164","HP:0025323","Jaw claudication"
"HP:0030165","HP:0005116","Temporal artery tortuosity"
"HP:0030166","HP:0025142","Night sweats"
"HP:0030167","HP:0030057","Antimitochondrial antibody positivity"
"HP:0030168","HP:0001015","Dilated superficial abdominal veins"
"HP:0030169","HP:0002577","Gastric varix"
"HP:0030170","HP:0012437","Cystic artery pseudoaneurysm"
"HP:0030171","HP:0012210","Perirenal hematoma"
"HP:0030172","HP:0003130","Peripheral amyelination"
"HP:0030173","HP:0003130","Peripheral hypermyelination"
"HP:0030174","HP:0030173","Increased peripheral myelin thickness"
"HP:0030175","HP:0030173","Myelin tomacula"
"HP:0030176","HP:0011096","Asymmetric peripheral demyelination"
"HP:0030177","HP:0001311","Abnormality of peripheral nervous system electrophysiology"
"HP:0030178","HP:0001311","Abnormality of central nervous system electrophysiology"
"HP:0030179","HP:0003134","Abnormal peripheral action potential amplitude"
"HP:0030180","HP:0007256","Oppenheim reflex"
"HP:0030181","HP:0007256","Gordon reflex"
"HP:0030182","HP:0010549","Tetraplegia/tetraparesis"
"HP:0030183","HP:0007670","Impaired visually enhanced vestibulo-ocular reflex"
"HP:0030185","HP:0002345","Isometric tremor"
"HP:0030186","HP:0002345","Kinetic tremor"
"HP:0030187","HP:0002345","Titubation"
"HP:0030188","HP:0001337","Tremor by anatomical site"
"HP:0030190","HP:0001252","Oral motor hypotonia"
"HP:0030191","HP:0012535","Abnormal peripheral nervous system synaptic transmission"
"HP:0030192","HP:0003473","Fatigable weakness of bulbar muscles"
"HP:0030193","HP:0030192","Fatigable weakness of chewing muscles"
"HP:0030194","HP:0030192","Fatigable weakness of speech muscles"
"HP:0030195","HP:0030192","Fatigable weakness of swallowing muscles"
"HP:0030196","HP:0003473","Fatigable weakness of respiratory muscles"
"HP:0030197","HP:0003473","Fatigable weakness of skeletal muscles"
"HP:0030198","HP:0030197","Fatigable weakness of distal limb muscles"
"HP:0030199","HP:0030197","Fatigable weakness of neck muscles"
"HP:0030200","HP:0030197","Fatiguable weakness of proximal limb muscles"
"HP:0030201","HP:0030191","Response to drugs acting on neuromuscular transmission"
"HP:0030202","HP:0030201","Favorable response of weakness to acetylcholine esterase inhibitors"
"HP:0030203","HP:0030201","Unfavorable response of muscle weakness to acetylcholine esterase inhibitors"
"HP:0030205","HP:0030006","Increased jitter at single fibre EMG"
"HP:0030205","HP:0100285","Increased jitter at single fibre EMG"
"HP:0030206","HP:0100285","EMG: incremental response of compound muscle action potential to repetitive nerve stimulation"
"HP:0030207","HP:0002793","Paradoxical respiration"
"HP:0030208","HP:0030057","Acetylcholine receptor antibody positivity"
"HP:0030209","HP:0030057","Calcium channel antibody positivity"
"HP:0030210","HP:0030057","Muscle specific kinase antibody positivity"
"HP:0030211","HP:0007695","Slow pupillary light response"
"HP:0030212","HP:0000722","Collectionism"
"HP:0030213","HP:0100851","Emotional blunting"
"HP:0030214","HP:0008768","Hypersexuality"
"HP:0030215","HP:0000719","Inappropriate crying"
"HP:0030216","HP:0000745","Inertia"
"HP:0030217","HP:0002186","Limb apraxia"
"HP:0030218","HP:0000733","Punding"
"HP:0030219","HP:0002145","Semantic dementia"
"HP:0030220","HP:0000719","Socially inappropriate behavior"
"HP:0030221","HP:0100738","Sweet craving"
"HP:0030222","HP:0010524","Visual agnosia"
"HP:0030223","HP:0000708","Perseveration"
"HP:0030224","HP:0030089","Abnormal muscle fiber desmin"
"HP:0030225","HP:0030224","Accumulation of muscle fiber desmin"
"HP:0030226","HP:0030089","Abnormal muscle fiber myotilin"
"HP:0030227","HP:0030226","Accumulation of muscle fiber myotilin"
"HP:0030228","HP:0030089","Abnormal muscle fiber valosin-containing protein"
"HP:0030229","HP:0030228","Accumulation of muscle fiber valosin-containing protein"
"HP:0030230","HP:0004303","Central core regions in muscle fibers"
"HP:0030231","HP:0009051","Glycogen accumulation in muscle fiber lysosomes"
"HP:0030232","HP:0009051","Increased sarcoplasmic glycogen"
"HP:0030233","HP:0009473","Bethlem sign"
"HP:0030234","HP:0003236","Highly elevated creatine kinase"
"HP:0030235","HP:0003236","Extremely elevated creatine kinase"
"HP:0030236","HP:0011805","Abnormality of muscle size"
"HP:0030237","HP:0001421","Hand muscle weakness"
"HP:0030239","HP:0009016","Hypoplasia of the upper arm musculature"
"HP:0030241","HP:0008952","Hypoplasia of deltoid muscle"
"HP:0030242","HP:0030247","Portal vein thrombosis"
"HP:0030243","HP:0030247","Hepatic vein thrombosis"
"HP:0030244","HP:0001945","Maternal fever in pregnancy"
"HP:0030244","HP:0002686","Maternal fever in pregnancy"
"HP:0030245","HP:0030244","Intrapartum fever"
"HP:0030246","HP:0030244","Maternal first trimester fever"
"HP:0030247","HP:0004936","Splanchnic vein thrombosis"
"HP:0030248","HP:0030247","Mesenteric venous thrombosis"
"HP:0030249","HP:0011830","Enanthema"
"HP:0030250","HP:0002088","Pulmonary granulomatosis"
"HP:0030251","HP:0030252","Absence of memory B cells"
"HP:0030252","HP:0010976","Absence of mature B cells"
"HP:0030253","HP:0005435","Defective T cell proliferation"
"HP:0030253","HP:0031379","Defective T cell proliferation"
"HP:0030254","HP:0001597","Nail bed hemorrhage"
"HP:0030255","HP:0200008","Large intestinal polyposis"
"HP:0030256","HP:0200008","Small intestinal polyposis"
"HP:0030257","HP:0012293","Freckled genitalia"
"HP:0030258","HP:0012293","Hyperpigmented genitalia"
"HP:0030259","HP:0012293","Hypopigmented genitalia"
"HP:0030260","HP:0008736","Microphallus"
"HP:0030261","HP:0000036","Absent penis"
"HP:0030262","HP:0000036","Narrow penis"
"HP:0030263","HP:0000036","Torsion of the penis"
"HP:0030264","HP:0000036","Webbed penis"
"HP:0030265","HP:0030264","Wide penis"
"HP:0030266","HP:0100781","Abnormality of the sacroiliac notch"
"HP:0030267","HP:0002973","Calcification of the interosseus membrane of the forearm"
"HP:0030268","HP:0011842","Hyperplastic callus formation"
"HP:0030269","HP:0030352","Increased serum insulin-like growth factor 1"
"HP:0030270","HP:0030272","Elevated red cell adenosine deaminase activity"
"HP:0030271","HP:0001877","Reduced erythrocyte 2,3-diphosphoglycerate concentration"
"HP:0030272","HP:0001877","Abnormal erythrocyte enzyme activity"
"HP:0030272","HP:0012379","Abnormal erythrocyte enzyme activity"
"HP:0030273","HP:0030272","Reduced red cell adenosine deaminase activity"
"HP:0030274","HP:0000045","Accessory scrotum"
"HP:0030275","HP:0000045","Ectopic scrotum"
"HP:0030276","HP:0000045","Small scrotum"
"HP:0030277","HP:0008438","Abnormal vertebral pedicle morphology"
"HP:0030278","HP:0030277","Hypoplastic vertebral pedicle"
"HP:0030279","HP:0030278","Hypoplastic L5 vertebral pedicle"
"HP:0030280","HP:0000772","Rib gap"
"HP:0030281","HP:0002949","Cervical C3/C4 vertebral fusion"
"HP:0030282","HP:0030280","Posterior rib gap"
"HP:0030283","HP:0007375","Partial absence of the septum pellucidum"
"HP:0030284","HP:0000158","Triangular tongue"
"HP:0030285","HP:0011932","Splayed superior cerebellar peduncle"
"HP:0030286","HP:0011932","Atrophic superior cerebellar peduncle"
"HP:0030289","HP:0003071","Flattened femoral epiphysis"
"HP:0030290","HP:0025370","Unossified sacrum"
"HP:0030291","HP:0003025","Lower-limb metaphyseal irregularity"
"HP:0030292","HP:0030291","Tibial metaphyseal irregularity"
"HP:0030293","HP:0030291","Fibular metaphyseal irregularity"
"HP:0030294","HP:0005868","Metaphyseal chondromatosis of tibia"
"HP:0030295","HP:0005868","Metaphyseal chondromatosis of femur"
"HP:0030296","HP:0005868","Metaphyseal chondromatosis of radius"
"HP:0030297","HP:0005868","Metaphyseal chondromatosis of ulna"
"HP:0030298","HP:0005868","Metaphyseal chondromatosis of humerus"
"HP:0030299","HP:0006489","Distal femoral metaphyseal abnormality"
"HP:0030300","HP:0000921","10 pairs of ribs"
"HP:0030301","HP:0002500","Abnormality of the anterior commissure"
"HP:0030302","HP:0030301","Agenesis of the anterior commissure"
"HP:0030303","HP:0030301","Hypoplastic anterior commissure"
"HP:0030304","HP:0003468","Abnormal number of vertebrae"
"HP:0030305","HP:0030304","Decreased number of vertebrae"
"HP:0030306","HP:0030305","11 thoracic vertebrae"
"HP:0030307","HP:0003015","Flared lower limb metaphysis"
"HP:0030308","HP:0030307","Flared distal tibial metaphysis"
"HP:0030309","HP:0030307","Flared distal fibular metaphysis"
"HP:0030310","HP:0001373","Upper extremity joint dislocation"
"HP:0030311","HP:0001373","Lower extremity joint dislocation"
"HP:0030312","HP:0002648","Obliteration of the calvarial diploe"
"HP:0030313","HP:0003330","Abnormal periosteum morphology"
"HP:0030313","HP:0040166","Abnormal periosteum morphology"
"HP:0030314","HP:0030313","Periostosis"
"HP:0030318","HP:0100825","Angular cheilitis"
"HP:0030319","HP:0000301","Weakness of facial musculature"
